newStory*************************************
newScene0*************************************

1	او	PR	SBJ	5	يوسف§n-23957	نفر§n-13075	role	Arg0		1+||| ROLE	
	[26	نمي‌داد	V	ROOT	0	جواب دادن§v-8114	رخداد§n-13136	role_action		21||| JUNK	]
	[14	مي‌دارد	V	VCL	5	null	رخداد§n-13136	role_action		6||| JUNK	]
	[18	گفتند	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		*1-||| JUNK	]
	[9	خواهيم‌بود	V	ROOT	0	بودن§v-16430	رخداد§n-13136	role_action		6||| JUNK	]]
role_states= [
	[39	شادماني	N	VPP	40	null	null	role_state	Arg3		27||| LOCATION	]
	[8	زيانکاران	N	MOS	9	خسارت‌ديده§a-657	مشخصه§n-12756	role_state	Arg2		6||| NO	]]
role_intents= [
	[15	همراه	N	ADVRB	19	همراه§n-10369	رخداد§n-13136	role_intent	ArgM_COM		15||| JUNK	]
	[25	مثبت	ADJ	NPOSTMOD	24	مثبت§a-219	مشخصه§n-12756	role_intent		21||| ROLE	]
	[12	دور	ADV	ADVRB	14	دور§a-2270	مشخصه§n-12756	role_intent	Arg2		8||| JUNK	]
	[24	اطمينان	N	NVE	25	اعتماد§n-11208	مشخصه§n-12756	role_intent		6||| JUNK	]
	[35	بازي	N	NVE	36	بازي§n-13574	رخداد§n-13136	role_intent		21||| NO	]]
role_emotions= []
dynamic_object_actions= [
	[5	بخورد	V	PRD	1	خوردن§v-7695	رخداد§n-13136	dynamic_object_action		2||| JUNK	]]
dynamic_object_states= []
static_object_states= []

newScene3*************************************

1	وقتي	N	ADVRB	11	null	null	junk	ArgM_TMP		||| ROLE	
2	که	SUBR	NCL	1	null	null	junk		||| ROLE_ACTION	
3	آن‌ها	PR	SBJ	7	برادر§n-14090	نفر§n-13075	role	Arg0	Arg0		**1-||| ROLE	ROLE	
4	از	PREP	NPP	6	null	null	junk	Arg3		||| JUNK	
5	يعقوب	N	NPP	6	يعقوب§n-23940	نفر§n-13075	role	Arg3		||| JUNK	
6	فاصله	N	NVE	7	فاصله§n-12930	مشخصه§n-12756	no		||| JUNK	
7	گرفتند	V	PRD	2	null	null	role_action		3||| ROLE_ACTION	
8	کينه‌هاي	N	SBJ	11	عناد§n-11662	مشخصه§n-12756	role_state	Arg1		9||| NO	
9	شان	PR	MOZ	8	null	null	junk		**1-||| NO	
10	آشکار	ADJ	MOS	11	گويا§a-268	مشخصه§n-12756	no	Arg2		||| ROLE	
11	شد	V	PREDEP	12	null	null	junk		||| JUNK	
12	و	CONJ	VCONJ	16	null	null	junk		||| ROLE_INTENT	
13	حسادت	N	SBJ	1	رشکيني§n-10600	مشخصه§n-12756	role_state	Arg1		14||| JUNK	
14	شان	PR	MOZ	13	null	null	junk		**1-||| JUNK	
15	ظاهر	N	MOS	16	رو§n-11383	خصوصيت_رواني§n-12725	no	Arg2		||| JUNK	
16	گشت	V	VCONJ	20	ظهور کردن§v-21725	رخداد§n-13136	no		||| ROLE	
17	و	CONJ	VCONJ	20	null	null	junk		||| ROLE_INTENT	
18	به	PREP	VPP	20	null	null	junk	Arg3		||| JUNK	
19	انتقام‌جويي	N	VPP	20	انتقامجويي§n-22853	مشخصه§n-12756	role_intent	Arg3		3||| JUNK	
20	پرداختند	V	ROOT	0	پرداختن§v-19365	رخداد§n-13136	role_action		3||| %%%%
21	.	PUNC	PUNC	20	null	null	junk		||| ROLE	

1	وي	PR	SBJ	5	يعقوب§n-23940	نفر§n-13075	role	Arg0		5-||| ROLE	
2	دربرابر	PREP	ADVRB	5	null	null	no	ArgM_ADV		||| ROLE	
3	آزار	N	POSDEP	2	سياست§n-10530	رخداد§n-13136	role_state		4||| JUNK	
4	آن‌ها	PR	MOZ	3	برادر§n-14090	نفر§n-13075	role		**1-||| ROLE_ACTION	
5	نمي‌توانست	V	ROOT	0	null	null	role_action		1||| JUNK	
6	کاري	N	NVE	7	عمل§n-12803	رخداد§n-13136	no		||| NO	
7	بکند	V	VCL	5	null	null	junk		||| ROLE_STATE	
8	،	PUNC	PUNC	5	null	null	junk		||| JUNK	
roles= [
	[3	آن‌ها	PR	SBJ	7	برادر§n-14090	نفر§n-13075	role	Arg0	Arg0		**1-||| ROLE	ROLE	]
			[4	آن‌ها	PR	MOZ	3	برادر§n-14090	نفر§n-13075	role		**1-||| ROLE_ACTION	]
	[5	يعقوب	N	NPP	6	يعقوب§n-23940	نفر§n-13075	role	Arg3		||| JUNK	]
	[1	وي	PR	SBJ	5	يعقوب§n-23940	نفر§n-13075	role	Arg0		5-||| ROLE	]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= []
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[7	گرفتند	V	PRD	2	null	null	role_action		3||| ROLE_ACTION	]
	[20	پرداختند	V	ROOT	0	پرداختن§v-19365	رخداد§n-13136	role_action		3||| %%%%]
	[5	نمي‌توانست	V	ROOT	0	null	null	role_action		1||| JUNK	]]
role_states= [
	[8	کينه‌هاي	N	SBJ	11	عناد§n-11662	مشخصه§n-12756	role_state	Arg1		9||| NO	]
	[13	حسادت	N	SBJ	1	رشکيني§n-10600	مشخصه§n-12756	role_state	Arg1		14||| JUNK	]
	[3	آزار	N	POSDEP	2	سياست§n-10530	رخداد§n-13136	role_state		4||| JUNK	]]
role_intents= [
	[19	انتقام‌جويي	N	VPP	20	انتقامجويي§n-22853	مشخصه§n-12756	role_intent	Arg3		3||| JUNK	]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene4*************************************

1	يوسف	N	SBJ	8	يوسف§n-23957	نفر§n-13075	role	Arg0		||| JUNK	
2	در	PREP	ADVRB	8	null	null	junk	ArgM_LOC		||| JUNK	
3	درون	N	POSDEP	2	تو§n-11857	جا§n-12733	location		loc||| NO	
4	چاه	N	MOZ	3	چاه§n-16033	null	location		||| ROLE_INTENT	
5	به	PREP	NPP	7	null	null	junk	Arg3		||| ROLE	
6	خدا	N	NPP	7	باري تعالي§n-11940	خصوصيت_رواني§n-12725	no	Arg3		||| LOCATION	
7	توکل	N	NVE	8	تکال§n-22841	خصوصيت_رواني§n-12725	role_intent		1||| JUNK	
8	کرد	V	ROOT	0	null	null	role_action		1||| ROLE_INTENT	
9	،	PUNC	PUNC	8	null	null	junk		||| JUNK	
roles= [
	[1	يوسف	N	SBJ	8	يوسف§n-23957	نفر§n-13075	role	Arg0		||| JUNK	]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= [
	[3	درون	N	POSDEP	2	تو§n-11857	جا§n-12733	location		loc||| NO	]
	[4	چاه	N	MOZ	3	چاه§n-16033	null	location		||| ROLE_INTENT	]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[8	کرد	V	ROOT	0	null	null	role_action		1||| ROLE_INTENT	]]
role_states= []
role_intents= [
	[7	توکل	N	NVE	8	تکال§n-22841	خصوصيت_رواني§n-12725	role_intent		1||| JUNK	]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene5*************************************

1	برادران	N	SBJ	14	برادر§n-14090	نفر§n-13075	role	Arg0	Arg0	Arg0		||| JUNK	JUNK	JUNK	
2	پيراهن	N	OBJ	14	پيرهن§n-11108	شيء§n-12703	static_object	Arg1	Arg1		||| JUNK	JUNK	
3	يوسف	N	MOZ	2	يوسف§n-23957	نفر§n-13075	role		||| LOCATION	
4	را	POSTP	OBJ	14	null	null	junk	Arg1	Arg1		||| JUNK	JUNK	
5	که	SUBR	NCL	2	null	null	junk		||| %%%%
6	به	PREP	AJPP	9	null	null	junk		||| NO	
7	خون	N	AJPP	9	خون§n-11279	هست§n-12706	static_object		||| JUNK	
8	بزغاله	N	MOZ	7	بزغاله§n-25938	جانور§n-12239	dynamic_object		||| STATIC_OBJECT	
9	آلوده	ADJ	MOS	10	لجن‌آلود§a-249	مشخصه§n-12756	static_object_state	Arg2		2||| JUNK	
10	کرده‌بودند	V	PRD	5	null	null	role_action		1||| JUNK	
11	،	PUNC	PUNC	10	null	null	junk		||| JUNK	
12	نزد	PREP	VPP	14	محضر§n-10120	جا§n-12733	location	Arg3		loc||| JUNK	
13	پدر	N	POSDEP	12	والد§n-13357	نفر§n-13075	role		||| JUNK	
14	آورده	V	PREDEP	15	آوردن§v-21639	رخداد§n-13136	role_action		1||| ROLE	
15	و	CONJ	VCONJ	16	null	null	junk		||| JUNK	
16	گفتند	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		1||| JUNK	
17	که	SUBR	VCL	16	null	null	junk	Arg1		||| %%%%
18	گرگ	N	SBJ	23	گرگ§n-19212	جانور§n-12239	dynamic_object	Arg0		||| STATIC_OBJECT	
19	او	PR	PREDEP	20	يوسف§n-23957	نفر§n-13075	role		3||| JUNK	
20	را	POSTP	OBJ	23	null	null	junk	Arg1		||| JUNK	
21	طعمه	N	MOS	23	طعمه§n-20232	شيء§n-12703	no	Arg2		||| JUNK	
22	خود	PR	MOZ	21	گرگ§n-19212	جانور§n-12239	dynamic_object		18||| JUNK	
23	ساخت	V	PRD	17	شکار کردن§v-7672	رخداد§n-13136	dynamic_object_action		18||| JUNK	
24	.	PUNC	PUNC	16	null	null	junk		||| DYNAMIC_OBJECT	
roles= [
	[1	برادران	N	SBJ	14	برادر§n-14090	نفر§n-13075	role	Arg0	Arg0	Arg0		||| JUNK	JUNK	JUNK	]
	[3	يوسف	N	MOZ	2	يوسف§n-23957	نفر§n-13075	role		||| LOCATION	]
	[13	پدر	N	POSDEP	12	والد§n-13357	نفر§n-13075	role		||| JUNK	]
	[19	او	PR	PREDEP	20	يوسف§n-23957	نفر§n-13075	role		3||| JUNK	]]
DynamicObjects= [
	[8	بزغاله	N	MOZ	7	بزغاله§n-25938	جانور§n-12239	dynamic_object		||| STATIC_OBJECT	]
	[18	گرگ	N	SBJ	23	گرگ§n-19212	جانور§n-12239	dynamic_object	Arg0		||| STATIC_OBJECT	]
	[22	خود	PR	MOZ	21	گرگ§n-19212	جانور§n-12239	dynamic_object		18||| JUNK	]]
StaticObjects= [
	[2	پيراهن	N	OBJ	14	پيرهن§n-11108	شيء§n-12703	static_object	Arg1	Arg1		||| JUNK	JUNK	]
	[7	خون	N	AJPP	9	خون§n-11279	هست§n-12706	static_object		||| JUNK	]]
location= []
alternativeLocations= [
	[12	نزد	PREP	VPP	14	محضر§n-10120	جا§n-12733	location	Arg3		loc||| JUNK	]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[10	کرده‌بودند	V	PRD	5	null	null	role_action		1||| JUNK	]
	[14	آورده	V	PREDEP	15	آوردن§v-21639	رخداد§n-13136	role_action		1||| ROLE	]
	[16	گفتند	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		1||| JUNK	]]
role_states= []
role_intents= []
role_emotions= []
dynamic_object_actions= [
	[23	ساخت	V	PRD	17	شکار کردن§v-7672	رخداد§n-13136	dynamic_object_action		18||| JUNK	]]
dynamic_object_states= []
static_object_states= [
	[9	آلوده	ADJ	MOS	10	لجن‌آلود§a-249	مشخصه§n-12756	static_object_state	Arg2		2||| JUNK	]]

newScene6*************************************

1	يوسف	N	SBJ	11	يوسف§n-23957	نفر§n-13075	role	Arg1		||| DYNAMIC_OBJECT	
2	[	PUNC	PUNC	4	null	null	junk		||| NO	
3	سه	NUM	NPREMOD	4	null	null	junk		||| LOCATION	
4	روز	N	ADVRB	11	روشنايي روز§n-12637	null	time	ArgM_TMP		||| STATIC_OBJECT	
5	و	CONJ	NCONJ	4	null	null	junk		||| JUNK	
6	سه	NUM	NPREMOD	7	null	null	junk		||| JUNK	
7	شب	N	NCONJ	4	شب§n-12643	دوره_زماني§n-12603	time		||| JUNK	
8	]	PUNC	PUNC	4	null	null	junk		||| STATIC_OBJECT	
9	درميان	PREP	MOS	11	null	null	no	Arg2		||| JUNK	
10	چاه	N	POSDEP	9	چاه§n-16033	null	location		loc||| JUNK	
11	بود	V	ROOT	0	null	null	junk		||| JUNK	
12	تا	PREP	ADVRB	11	null	null	junk		||| JUNK	
13	اين	PR	POSDEP	12	null	null	junk		||| JUNK	
14	که	SUBR	NCL	13	null	null	junk		||| ROLE_INTENT	
15	کارواني	N	SBJ	38	قافله§n-14002	نفر§n-13075	role	Arg0	Arg0		||| ROLE	ROLE_ACTION	
16	که	SUBR	NCL	15	null	null	junk		||| JUNK	
17	از	PREP	VPP	21	null	null	junk	Arg3		||| %%%%
18	مدين	N	VPP	21	null	null	no	Arg3		||| JUNK	
19	به	PREP	VPP	21	null	null	junk	Arg4		||| JUNK	
20	مصر	N	VPP	21	مصر§n-20196	گروه§n-12753	location	Arg4		||| ROLE	
21	مي‌رفتند	V	PRD	16	پوييدن§v-7700	رخداد§n-13136	role_action		15||| JUNK	
22	براي	PREP	ADVRB	38	null	null	junk	ArgM_CAU		||| JUNK	
23	رفع	N	POSDEP	22	رفع§n-14718	null	role_intent		15||| ROLE	
24	خستگي	N	MOZ	23	جريحه§n-10523	مشخصه§n-12756	role_state		23||| JUNK	
25	و	CONJ	NCONJ	23	null	null	junk		||| %%%%
26	استفاده	N	POSDEP	25	null	null	junk		||| NO	
27	از	PREP	NPP	26	null	null	junk		||| NO	
28	آب	N	NPP	26	آب شرب§n-14289	ماده§n-14032	dynamic_object		||| JUNK	
29	،	PUNC	PUNC	28	null	null	junk		||| JUNK	
30	کنار	N	ADVRB	38	نزدیک§n-10189	جا§n-12733	location	Arg4		||| JUNK	
31	همان	ADJ	NPREMOD	32	null	null	junk		32||| JUNK	
32	چاهي	N	MOZ	30	چاه§n-16033	null	static_object		||| LOCATION	
33	که	SUBR	NCL	32	null	null	junk		||| ROLE_ACTION	
34	يوسف	N	SBJ	37	يوسف§n-23957	نفر§n-13075	role	Arg1		||| JUNK	
35	در	PREP	MOS	37	null	null	junk	Arg2		||| DYNAMIC_OBJECT	
36	آن	PR	POSDEP	35	چاه§n-16033	null	static_object		32||| DYNAMIC_OBJECT	
37	بود	V	PRD	33	null	null	junk		||| JUNK	
38	آمدند	V	PRD	14	آمدن§v-7847	رخداد§n-13136	role_action		15||| TIME	

1	اما	CONJ	VCONJ	11	null	null	junk		||| JUNK	
2	آن‌ها	PR	SBJ	11	افله§n-14002	نفر§n-13075	role	Arg0	Arg0		15-||| ROLE_ACTION	JUNK	
3	به‌جاي	PREP	ADVRB	11	null	null	no	ArgM_ADV		||| JUNK	
4	آب	N	POSDEP	3	آب شرب§n-14289	ماده§n-14032	dynamic_object		||| LOCATION	
5	،	PUNC	PUNC	4	null	null	junk		||| STATIC_OBJECT	
6	چشم	N	NVE	11	عين§n-10314	هست§n-12706	no		||| NO	
7	شان	PR	MOZ	6	قافله§n-14002	نفر§n-13075	role		15-||| JUNK	
8	به	PREP	VPP	11	null	null	junk	Arg3		||| %%%%
9	پسري	N	VPP	11	پسر§n-13367	نفر§n-13075	role	Arg3		||| ROLE	
10	ماه‌چهره	ADJ	NPOSTMOD	9	null	null	role_state		9||| JUNK	
11	افتاد	V	VCONJ	14	به چشم خوردن§v-8071	رخداد§n-13136	role_action		2||| DYNAMIC_OBJECT	
12	و	CONJ	VCONJ	14	null	null	junk		||| ROLE_INTENT	
13	خوشحال	ADJ	MOS	14	مسرور§a-115	مشخصه§n-12756	role_state	Arg2		2||| JUNK	
14	شدند	V	ROOT	0	null	null	junk		||| JUNK	
roles= [
	[1	يوسف	N	SBJ	11	يوسف§n-23957	نفر§n-13075	role	Arg1		||| DYNAMIC_OBJECT	]
			[34	يوسف	N	SBJ	37	يوسف§n-23957	نفر§n-13075	role	Arg1		||| JUNK	]
	[15	کارواني	N	SBJ	38	قافله§n-14002	نفر§n-13075	role	Arg0	Arg0		||| ROLE	ROLE_ACTION	]
	[2	آن‌ها	PR	SBJ	11	افله§n-14002	نفر§n-13075	role	Arg0	Arg0		15-||| ROLE_ACTION	JUNK	]
	[7	شان	PR	MOZ	6	قافله§n-14002	نفر§n-13075	role		15-||| JUNK	]
	[9	پسري	N	VPP	11	پسر§n-13367	نفر§n-13075	role	Arg3		||| ROLE	]]
DynamicObjects= [
	[28	آب	N	NPP	26	آب شرب§n-14289	ماده§n-14032	dynamic_object		||| JUNK	]
			[4	آب	N	POSDEP	3	آب شرب§n-14289	ماده§n-14032	dynamic_object		||| LOCATION	]]
StaticObjects= [
	[32	چاهي	N	MOZ	30	چاه§n-16033	null	static_object		||| LOCATION	]
	[36	آن	PR	POSDEP	35	چاه§n-16033	null	static_object		32||| DYNAMIC_OBJECT	]]
location= []
alternativeLocations= [
	[10	چاه	N	POSDEP	9	چاه§n-16033	null	location		loc||| JUNK	]
	[20	مصر	N	VPP	21	مصر§n-20196	گروه§n-12753	location	Arg4		||| ROLE	]
	[30	کنار	N	ADVRB	38	نزدیک§n-10189	جا§n-12733	location	Arg4		||| JUNK	]]
time= []
alternativeTimes= [
	[4	روز	N	ADVRB	11	روشنايي روز§n-12637	null	time	ArgM_TMP		||| STATIC_OBJECT	]
	[7	شب	N	NCONJ	4	شب§n-12643	دوره_زماني§n-12603	time		||| JUNK	]]
scene_goals= []
scene_emotions= []
role_actions= [
	[21	مي‌رفتند	V	PRD	16	پوييدن§v-7700	رخداد§n-13136	role_action		15||| JUNK	]
	[38	آمدند	V	PRD	14	آمدن§v-7847	رخداد§n-13136	role_action		15||| TIME	]
	[11	افتاد	V	VCONJ	14	به چشم خوردن§v-8071	رخداد§n-13136	role_action		2||| DYNAMIC_OBJECT	]]
role_states= [
	[24	خستگي	N	MOZ	23	جريحه§n-10523	مشخصه§n-12756	role_state		23||| JUNK	]
	[10	ماه‌چهره	ADJ	NPOSTMOD	9	null	null	role_state		9||| JUNK	]
	[13	خوشحال	ADJ	MOS	14	مسرور§a-115	مشخصه§n-12756	role_state	Arg2		2||| JUNK	]]
role_intents= [
	[23	رفع	N	POSDEP	22	رفع§n-14718	null	role_intent		15||| ROLE	]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene7*************************************

1	و	CONJ	VCONJ	9	null	null	junk		||| JUNK	
2	او	PR	PREDEP	3	پسر§n-13367	نفر§n-13075	role		*9-||| ROLE_INTENT	
3	را	POSTP	OBJ	9	null	null	junk	Arg1		||| ROLE_ACTION	
4	در	PREP	ADVRB	9	null	null	junk	ArgM_LOC		||| JUNK	
5	مصر	N	ADVRB	9	مصر§n-20196	گروه§n-12753	location	ArgM_LOC		loc||| %%%%
6	به	PREP	VPP	9	null	null	junk	Arg2		||| ROLE	
7	بهايي	N	VPP	9	ثمن§n-11246	مشخصه§n-12756	no	Arg2		||| ROLE	
8	اندک	ADJ	NPOSTMOD	7	معدود§a-123	مشخصه§n-12756	no		||| ROLE	
9	فروختند	V	ROOT	0	فروختن§v-7667	رخداد§n-13136	role_action		*2-||| JUNK	
10	.	PUNC	PUNC	9	null	null	junk		||| TIME	

1	کسي	N	SBJ	9	نفر§n-13075	مسبب§n-13036	role	Arg0	Arg1		||| JUNK	JUNK	
2	که	SUBR	NCL	1	null	null	junk		||| STATIC_OBJECT	
3	يوسف	N	OBJ	5	يوسف§n-23957	نفر§n-13075	role	Arg1		||| DYNAMIC_OBJECT	
4	را	POSTP	OBJ	5	null	null	junk	Arg1		||| JUNK	
5	خريد	V	PRD	2	خريدن§v-7668	null	role_action		1||| NO	
6	وزير	N	MOS	9	وزير§n-12032	نفر§n-13075	role	Arg2		||| JUNK	
7	پادشاه	N	MOZ	6	سلطان§n-13386	نفر§n-13075	role		||| ROLE_INTENT	
8	مصر	N	MOZ	7	مصر§n-20196	گروه§n-12753	location		||| ROLE	
9	بود	V	ROOT	0	null	null	junk		||| ROLE_ACTION	
10	.	PUNC	PUNC	9	null	null	junk		||| JUNK	
roles= [
	[2	او	PR	PREDEP	3	پسر§n-13367	نفر§n-13075	role		*9-||| ROLE_INTENT	]
	[1	کسي	N	SBJ	9	نفر§n-13075	مسبب§n-13036	role	Arg0	Arg1		||| JUNK	JUNK	]
	[3	يوسف	N	OBJ	5	يوسف§n-23957	نفر§n-13075	role	Arg1		||| DYNAMIC_OBJECT	]
	[6	وزير	N	MOS	9	وزير§n-12032	نفر§n-13075	role	Arg2		||| JUNK	]
	[7	پادشاه	N	MOZ	6	سلطان§n-13386	نفر§n-13075	role		||| ROLE_INTENT	]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= [
	[5	مصر	N	ADVRB	9	مصر§n-20196	گروه§n-12753	location	ArgM_LOC		loc||| %%%%]
			[8	مصر	N	MOZ	7	مصر§n-20196	گروه§n-12753	location		||| ROLE	]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[9	فروختند	V	ROOT	0	فروختن§v-7667	رخداد§n-13136	role_action		*2-||| JUNK	]
	[5	خريد	V	PRD	2	خريدن§v-7668	null	role_action		1||| NO	]]
role_states= []
role_intents= []
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene8*************************************

1	عزيز	N	SBJ	11	وزير§n-12032	نفر§n-13075	role	Arg1	Arg0		||| ROLE_STATE	ROLE	
2	مصر	N	MOZ	1	مصر§n-20196	گروه§n-12753	location		||| ROLE_INTENT	
3	و	CONJ	NCONJ	1	null	null	junk		||| JUNK	
4	همسر	N	NCONJ	1	زوجه§n-12069	نفر§n-13075	role		||| JUNK	
5	ش	PR	MOZ	4	وزير§n-12032	نفر§n-13075	role		1||| ROLE_STATE	
6	از	PREP	AJPP	10	null	null	junk		||| JUNK	
7	نعمت	N	AJPP	10	null	null	no		||| JUNK	
8	داشتن	N	MOZ	7	null	null	junk		||| JUNK	
9	فرزند	N	MOZ	8	بچه§n-13350	نفر§n-13075	role		||| %%%%
10	محروم	ADJ	MOS	11	بي بهره§a-562	مشخصه§n-12756	role_state	Arg2		1||| ROLE	
11	بودند	V	PREDEP	12	null	null	junk		||| ROLE	
12	و	CONJ	VCONJ	20	null	null	junk		||| JUNK	
13	به	PREP	ADVRB	20	null	null	junk	ArgM_CAU		||| ROLE_INTENT	
14	همين	ADJ	NPREMOD	15	null	null	junk		15||| JUNK	
15	دليل	N	ADVRB	20	null	null	no	ArgM_CAU		||| JUNK	
16	يوسف	N	OBJ	20	يوسف§n-23957	نفر§n-13075	role	Arg1		||| NO	
17	را	POSTP	OBJ	20	null	null	junk	Arg1		||| ROLE_ACTION	
18	به‌خوبي	ADV	ADVRB	20	null	null	no	ArgM_MNR		||| %%%%
19	تربيت	N	MOS	20	پرورش§n-10180	رخداد§n-13136	role_intent	Arg2		16||| JUNK	
20	کردند	V	ROOT	0	null	null	junk		||| JUNK	
roles= [
	[1	عزيز	N	SBJ	11	وزير§n-12032	نفر§n-13075	role	Arg1	Arg0		||| ROLE_STATE	ROLE	]
	[4	همسر	N	NCONJ	1	زوجه§n-12069	نفر§n-13075	role		||| JUNK	]
	[5	ش	PR	MOZ	4	وزير§n-12032	نفر§n-13075	role		1||| ROLE_STATE	]
	[9	فرزند	N	MOZ	8	بچه§n-13350	نفر§n-13075	role		||| %%%%]
	[16	يوسف	N	OBJ	20	يوسف§n-23957	نفر§n-13075	role	Arg1		||| NO	]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= [
	[2	مصر	N	MOZ	1	مصر§n-20196	گروه§n-12753	location		||| ROLE_INTENT	]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= []
role_states= [
	[10	محروم	ADJ	MOS	11	بي بهره§a-562	مشخصه§n-12756	role_state	Arg2		1||| ROLE	]]
role_intents= [
	[19	تربيت	N	MOS	20	پرورش§n-10180	رخداد§n-13136	role_intent	Arg2		16||| JUNK	]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene9*************************************

1	اما	CONJ	VCONJ	18	null	null	junk	ArgM_ADV		||| ROLE_INTENT	
2	هنگامي	N	ADVRB	18	موقع§n-12614	دوره_زماني§n-12603	no	ArgM_TMP		||| JUNK	
3	که	SUBR	NCL	2	null	null	junk		||| JUNK	
4	يوسف	N	SBJ	8	يوسف§n-23957	نفر§n-13075	role	Arg0		||| JUNK	
5	به	PREP	VPP	8	null	null	junk	Arg3		||| JUNK	
6	سن	N	VPP	8	null	null	no	Arg3		||| JUNK	
7	بلوغ	N	MOZ	6	رسيدگي§n-12629	دوره_زماني§n-12603	role_state		4||| JUNK	
8	رسيد	V	PRD	3	رسيدن§v-8616	رخداد§n-13136	no		||| LOCATION	
9	،	PUNC	PUNC	8	null	null	junk		||| ROLE_ACTION	
10	زليخا	N	SBJ	18	null	null	role	Arg1		||| %%%%
11	به‌خاطر	PREP	ADVRB	18	null	null	no	ArgM_CAU		||| JUNK	
12	زيبايي	N	POSDEP	11	زيبايي§n-19694	مشخصه§n-12756	role_state		4||| ROLE_STATE	
13	،	PUNC	PUNC	12	null	null	junk		||| ROLE_ACTION	
14	عاشق	ADJ	MOS	18	محب§a-1077	مشخصه§n-12756	role_state	Arg2		10||| JUNK	
15	و	CONJ	AJCONJ	14	null	null	junk		||| DYNAMIC_OBJECT	
16	دلداده	ADJ	AJCONJ	14	null	null	role_state		10||| JUNK	
17	او	PR	NEZ	14	يوسف§n-23957	نفر§n-13075	role		4||| JUNK	
18	شد	V	ROOT	0	null	null	junk		||| JUNK	

1	و	CONJ	VCONJ	11	null	null	junk		||| %%%%
2	در	PREP	ADVRB	11	null	null	junk	ArgM_TMP		||| ROLE	
3	يکي‌از	ADJ	NPREMOD	4	null	null	no		4||| ROLE	
4	روزها	N	ADVRB	11	روز§n-12632	دوره_زماني§n-12603	time	ArgM_TMP		tim||| JUNK	
5	يوسف	N	OBJ	11	يوسف§n-23957	نفر§n-13075	role	Arg1		||| NO	
6	را	POSTP	OBJ	11	null	null	junk	Arg1		||| JUNK	
7	در	PREP	ADVRB	11	null	null	junk	Arg3		||| JUNK	
8	خانه	N	ADVRB	11	سرا§n-12809	جا§n-12733	location	Arg3		loc||| ROLE_STATE	
9	خود	PR	MOZ	8	null	null	role		10-||| JUNK	
10	تنها	ADV	ADVRB	11	null	null	role_state	ArgM_MNR		5||| NO	
11	يافت	V	VCONJ	15	جستن§v-8367	رخداد§n-13136	role_action		10-||| DYNAMIC_OBJECT	
12	و	CONJ	VCONJ	15	null	null	junk		||| NO	
13	به	PREP	VPP	15	null	null	junk	Arg3		||| JUNK	
14	وي	PR	POSDEP	13	يوسف§n-23957	نفر§n-13075	role		5||| JUNK	
15	گفت	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		10-||| JUNK	
16	که	SUBR	VCL	15	null	null	junk	Arg1		||| JUNK	
17	بيا	V	PRD	16	آمدن§v-7847	رخداد§n-13136	no		||| LOCATION	
18	که	SUBR	AJUCL	17	null	null	junk	ArgM_CAU		||| JUNK	
19	خود	PR	PREDEP	20	null	null	role		10-||| LOCATION	
20	را	POSTP	OBJ	24	null	null	junk	Arg1		||| STATIC_OBJECT	
21	براي	PREP	AJPP	23	null	null	junk		||| STATIC_OBJECT	
22	ت	PR	POSDEP	21	يوسف§n-23957	نفر§n-13075	role		5||| JUNK	
23	آماده	ADJ	MOS	24	مهيا§a-2354	مشخصه§n-12756	role_state	Arg2		22||| NO	
24	کرده‌ام	V	PRD	18	تدارک ديدن§v-8233	رخداد§n-13136	role_action		10-||| JUNK	
25	.	PUNC	PUNC	15	null	null	junk		||| NO	
roles= [
	[4	يوسف	N	SBJ	8	يوسف§n-23957	نفر§n-13075	role	Arg0		||| JUNK	]
			[5	يوسف	N	OBJ	11	يوسف§n-23957	نفر§n-13075	role	Arg1		||| NO	]
	[10	زليخا	N	SBJ	18	null	null	role	Arg1		||| %%%%]
	[17	او	PR	NEZ	14	يوسف§n-23957	نفر§n-13075	role		4||| JUNK	]
